,name,titles,gross_max,gross_min,gross_mean,rating_max,rating_min,rating_mean
1306,Apoorv Singh Karki,Sirf Ek Bandaa Kaafi Hai,327.0,327.0,327.0,79.0,79.0,79.0
1307,Steve Saint Leger,Lockout,32948113.0,32948113.0,32948113.0,60.0,60.0,60.0
1308,Julian Higgins,God's Country,493679.0,493679.0,493679.0,56.0,56.0,56.0
1309,Baran bo Odar,Who Am I,7700259.0,7700259.0,7700259.0,75.0,75.0,75.0
1310,Potsy Ponciroli,Old Henry,77463.0,77463.0,77463.0,73.0,73.0,73.0
1311,Cory Finley,"Landscape with Invisible Hand, Bad Education, Thoroughbreds",3187255.0,203403.0,1695329.0,71.0,59.0,65.33333333333333
1312,Anthony Harvey,The Lion in Winter,18177.0,18177.0,18177.0,79.0,79.0,79.0
1313,Brad Ableson,Minions: The Rise of Gru,939628210.0,939628210.0,939628210.0,65.0,65.0,65.0
1314,Christopher Morris,Four Lions,6149356.0,6149356.0,6149356.0,73.0,73.0,73.0
1315,Jack Huston,Day of the Fight,,,,77.0,77.0,77.0
1316,Karan Johar,"Rocky Aur Rani Kii Prem Kahaani, My Name Is Khan, Kabhi Khushi Kabhie Gham..., Kuch Kuch Hota Hai",42345360.0,10471.0,14829900.25,79.0,67.0,73.75
1317,James Lapine,Life with Mikey,12440858.0,12440858.0,12440858.0,56.0,56.0,56.0
1318,Faryn Pearl,Ruby Gillman: Teenage Kraken,45524600.0,45524600.0,45524600.0,57.0,57.0,57.0
1319,Ari Aster,"Midsommar, Beau Is Afraid, Hereditary",82850596.0,11480078.0,47463287.666666664,73.0,68.0,70.66666666666667
1320,Simon Ross,The Portrait,,,,92.0,92.0,92.0
1321,Marek Kanievska,Less Than Zero,12396383.0,12396383.0,12396383.0,64.0,64.0,64.0
1322,Qui Nguyen,Strange World,73621640.0,73621640.0,73621640.0,57.0,57.0,57.0
1323,Bill Holderman,"Book Club: The Next Chapter, Book Club",104438188.0,28986713.0,66712450.5,61.0,56.0,58.5
1324,Wayne Kramer,Running Scared,9380029.0,9380029.0,9380029.0,73.0,73.0,73.0
1325,Lou Adler,Up in Smoke,44364244.0,44364244.0,44364244.0,69.0,69.0,69.0
1326,Alek Keshishian,With Honors,20016254.0,20016254.0,20016254.0,67.0,67.0,67.0
1327,J Blakeson,"I Care a Lot, The 5th Wave",109906372.0,1351662.0,55629017.0,64.0,52.0,58.0
1328,Tanya Wexler,"Jolt, Buffaloed",238524.0,29118.0,133821.0,62.0,56.0,59.0
1329,Ben J. Williams,Freddy's Fridays,,,,35.0,35.0,35.0
1330,Shoojit Sircar,Sardar Udham,,,,84.0,84.0,84.0
1331,Jerome Robbins,West Side Story,44132334.0,44132334.0,44132334.0,76.0,76.0,76.0
1332,Scott Hicks,"The Lucky One, Hearts in Atlantis, Fallen, No Reservations, Shine",99357138.0,2578927.0,52291122.2,76.0,53.0,65.0
1333,Gabe Ibáñez,Automata,6237990.0,6237990.0,6237990.0,60.0,60.0,60.0
1334,Micaela Powers,Bye Bye Barry,,,,80.0,80.0,80.0
1335,Meg Leonard,Fisherman's Friends: One and All,4788511.0,4788511.0,4788511.0,64.0,64.0,64.0
1336,Oleh Malamuzh,Mavka: The Forest Song,17820781.0,17820781.0,17820781.0,66.0,66.0,66.0
1337,John Mackenzie,The Long Good Friday,,,,76.0,76.0,76.0
1338,Juan Solanas,Upside Down,22187813.0,22187813.0,22187813.0,63.0,63.0,63.0
1339,Hannah Barlow,Sissy,55632.0,55632.0,55632.0,61.0,61.0,61.0
1340,Christine Cynn,The Act of Killing,726324.0,726324.0,726324.0,82.0,82.0,82.0
1341,Lewis Teague,"Cujo, Cat's Eye, Alligator, The Jewel of the Nile",96773200.0,13086298.0,43671883.333333336,63.0,61.0,61.5
1342,Graham Annable,The Boxtrolls,108255770.0,108255770.0,108255770.0,68.0,68.0,68.0
1343,Sam Wrench,Taylor Swift: The Eras Tour,248933887.0,248933887.0,248933887.0,83.0,83.0,83.0
1344,Clare Knight,Back to the Outback,,,,65.0,65.0,65.0
1345,Neal Israel,Bachelor Party,38435947.0,38435947.0,38435947.0,63.0,63.0,63.0
1346,Mark Andrews,Brave,538983207.0,538983207.0,538983207.0,71.0,71.0,71.0
1347,Hettie Macdonald,The Unlikely Pilgrimage of Harold Fry,5876717.0,5876717.0,5876717.0,68.0,68.0,68.0
1348,Rob Epstein,Lovelace,1585583.0,1585583.0,1585583.0,62.0,62.0,62.0
1349,Adam Jay Epstein,Extreme Movie,54822.0,54822.0,54822.0,37.0,37.0,37.0
1350,Stuart Blumberg,Thanks for Sharing,3499442.0,3499442.0,3499442.0,64.0,64.0,64.0
1351,John Douglass,The Mutilator,,,,52.0,52.0,52.0
1352,Joel Edgerton,"The Gift, Boy Erased",58980521.0,11853081.0,35416801.0,70.0,69.0,69.5
1353,John Bruno,"Heavy Metal, Virus",30657854.0,546545.0,15602199.5,66.0,50.0,58.0
1354,Michal Kwiecinski,Filip,1188838.0,1188838.0,1188838.0,70.0,70.0,70.0
1355,Andy Deliana,Target Number One,,,,,,
1356,Editi Effiong,The Black Book,,,,52.0,52.0,52.0
1357,Billy Hanson,Bone Cold,,,,46.0,46.0,46.0
1358,James Cameron,"True Lies, Titanic, Avatar: The Way of Water, Avatar 3, Aliens, Terminator 2: Judgment Day, The Terminator, Avatar, The Abyss",2923706026.0,78371200.0,1088486840.375,86.0,73.0,79.125
1359,William H. Macy,"The Layover, Krystal",37516.0,37516.0,37516.0,55.0,48.0,51.5
1360,Mark Raso,"Awake, Kodachrome",154608.0,70149.0,112378.5,68.0,49.0,58.5
1361,Elias,"Shadow of the Vampire, Begotten, Ayla",13010729.0,11155214.0,12082971.5,69.0,32.0,52.333333333333336
1362,Marco Deufemia,Christmas in Big Sky Country,,,,74.0,74.0,74.0
1363,Dean Israelite,"Power Rangers, Project Almanac",142337240.0,33213241.0,87775240.5,63.0,59.0,61.0
1364,Dan Krauss,The Kill Team,415772.0,415772.0,415772.0,60.0,60.0,60.0
1365,Brendan Steere,The VelociPastor,,,,51.0,51.0,51.0
1366,Kelly Halihan,V for Vengeance,,,,41.0,41.0,41.0
1367,Deon Taylor,"Traffik, Fear, Fatale, Black and Blue, Meet the Blacks",22741061.0,2090261.0,10095119.4,64.0,36.0,52.2
1368,Edward Norton,Motherless Brooklyn,18577736.0,18577736.0,18577736.0,68.0,68.0,68.0
1369,Nathan Juran,"The 7th Voyage of Sinbad, Law and Order",,,,70.0,61.0,65.5
1370,Toa Fraser,6 Days,316946.0,316946.0,316946.0,62.0,62.0,62.0
1371,Peter Bogdanovich,"Mask, The Last Picture Show, Paper Moon, What's Up, Doc?, The Thing Called Love, Targets, Noises Off..., She's Funny That Way",66000000.0,1029721.0,25453502.166666668,81.0,61.0,72.75
1372,Fritz Kiersch,"Children of the Corn, Tuff Turf",14568989.0,9369329.0,11969159.0,60.0,56.0,58.0
1373,Hoyt Yeatman,G-Force,292817898.0,292817898.0,292817898.0,51.0,51.0,51.0
1374,Brian K. Williams,Space Babes from Outer Space,,,,43.0,43.0,43.0
1375,John Curran,"The Painted Veil, Tracks",26910847.0,5853509.0,16382178.0,74.0,71.0,72.5
1376,Adam B. Stein,"Freaks, Final Destination 6",368410.0,368410.0,368410.0,67.0,67.0,67.0
1377,Gary Goddard,Masters of the Universe,17336683.0,17336683.0,17336683.0,53.0,53.0,53.0
1378,Luke Sparke,"Bring Him to Me, Occupation: Rainfall",343414.0,53570.0,198492.0,74.0,47.0,60.5
1379,Lindsay Gossling,13 Minutes,67413.0,67413.0,67413.0,47.0,47.0,47.0
1380,Dee Rees,"Mudbound, The Last Thing He Wanted",85955.0,85955.0,85955.0,74.0,43.0,58.5
1381,Sia,"CODA, Music",1905058.0,645949.0,1275503.5,80.0,32.0,56.0
1382,Buddy Van Horn,"The Dead Pool, Any Which Way You Can",70687344.0,37903295.0,54295319.5,63.0,61.0,62.0
1383,Sydney Sibilia,"Mixed by Erry, Rose Island",1120191.0,1120191.0,1120191.0,71.0,70.0,70.5
1384,Joe Alves,Jaws 3-D,87987055.0,87987055.0,87987055.0,37.0,37.0,37.0
1385,Theodore Melfi,"St. Vincent, The Starling",54837234.0,54837234.0,54837234.0,72.0,64.0,68.0
1386,Roby Varghese Raj,Kannur Squad,1981526.0,1981526.0,1981526.0,79.0,79.0,79.0
1387,Niklaus Hilber,Amateur Teens,,,,61.0,61.0,61.0
1388,Joe Mantello,The Boys in the Band,,,,68.0,68.0,68.0
1389,John Krasinski,"IF, A Quiet Place, A Quiet Place Part II, The Hollars",340952971.0,1138609.0,213154613.66666666,75.0,66.0,71.0
1390,Carlos Martínez López,Klaus,,,,82.0,82.0,82.0
1391,Drake Doremus,"Newness, Endings, Beginnings, Equals, Like Crazy, Breathe In",3852774.0,124783.0,1360324.6,66.0,56.0,61.6
1392,John Bonito,The Marine,22165608.0,22165608.0,22165608.0,47.0,47.0,47.0
1393,Paul Magwood,Chandler,,,,44.0,44.0,44.0
1394,Benjamin Brewer,The Trust,321650.0,321650.0,321650.0,54.0,54.0,54.0
1395,Ashley Avis,Black Beauty,,,,64.0,64.0,64.0
1396,Paul W.S. Anderson,"Event Horizon, The Three Musketeers, Monster Hunter, Resident Evil, Alien vs. Predator, Mortal Kombat, Pompeii, Resident Evil: The Final Chapter, Soldier, Resident Evil: Retribution, Death Race, Resident Evil: Afterlife",312242626.0,14594226.0,138731025.08333334,66.0,52.0,58.416666666666664
1397,Dustin Guy Defa,The Adults,,,,57.0,57.0,57.0
1398,Georges Franju,Eyes Without a Face,60254.0,60254.0,60254.0,76.0,76.0,76.0
1399,Daniel Espinosa,"Morbius, Safe House, Child 44, Life",208076205.0,12951093.0,122257516.25,67.0,52.0,62.25
1400,Mark Waters,"Mean Girls, The Spiderwick Chronicles, Just Like Heaven, Freaky Friday, He's All That, Bad Santa 2, The House of Yes, Vampire Academy, Ghosts of Girlfriends Past, Mr. Popper's Penguins, Head Over Heels",187361754.0,626057.0,90120062.9,71.0,44.0,59.72727272727273
1401,Joe Stephenson,Doctor Jekyll,21944.0,21944.0,21944.0,51.0,51.0,51.0
1402,Mark Helfrich,Good Luck Chuck,59768495.0,59768495.0,59768495.0,56.0,56.0,56.0
1403,Sebastián Cordero,Europa Report,125687.0,125687.0,125687.0,64.0,64.0,64.0
1404,Harry Winer,SpaceCamp,9697739.0,9697739.0,9697739.0,57.0,57.0,57.0
1405,Michael Moore,Canadian Bacon,163971.0,163971.0,163971.0,59.0,59.0,59.0
1406,Jimmy T. Murakami,"Battle Beyond the Stars, When the Wind Blows",5274.0,5274.0,5274.0,77.0,55.0,66.0
1407,Jim Sharman,Shock Treatment,,,,57.0,57.0,57.0
1408,Nacho Vigalondo,"Colossal, Timecrimes",4531320.0,553198.0,2542259.0,71.0,62.0,66.5
1409,João Pedro Rodrigues,Phantom,126783.0,126783.0,126783.0,57.0,57.0,57.0
1410,Andrew Stanton,"WALL·E, A Bug's Life, John Carter, Finding Dory, Finding Nemo",1029266989.0,284139100.0,627922959.6,84.0,66.0,75.2
1411,Sophia Banks,Black Site,77510.0,77510.0,77510.0,44.0,44.0,44.0
1412,Ariel Vromen,"Criminal, The Iceman",38803993.0,4552970.0,21678481.5,68.0,63.0,65.5
1413,Tom Gries,Breakheart Pass,,,,67.0,67.0,67.0
1414,Jerry Jameson,Airport '77,,,,58.0,58.0,58.0
1415,Gianni Siragusa,Hell Behind the Bars,,,,39.0,39.0,39.0
1416,Morgan Matthews,A Brilliant Young Mind,1043620.0,1043620.0,1043620.0,71.0,71.0,71.0
1417,Jon Binkowski,A Christmas Karen,,,,49.0,49.0,49.0
1418,Cary Medoway,The Heavenly Kid,3852271.0,3852271.0,3852271.0,63.0,63.0,63.0
1419,Eddie Murphy,Harlem Nights,60864870.0,60864870.0,60864870.0,61.0,61.0,61.0
1420,Max Minghella,Teen Spirit,1573601.0,1573601.0,1573601.0,61.0,61.0,61.0
1421,Lawrence Kasanoff,Foodfight!,120141.0,120141.0,120141.0,13.0,13.0,13.0
1422,Raja Gosnell,"Scooby-Doo, Never Been Kissed, Scooby-Doo 2: Monsters Unleashed, The Smurfs, Home Alone 3, Yours, Mine & Ours, Big Momma's House, The Smurfs 2",563749323.0,72662923.0,222310316.75,60.0,46.0,53.125
1423,Joe Carnahan,"The Grey, The A-Team, Copshop, Smokin' Aces, Boss Level, Narc",177238796.0,1753823.0,55908016.333333336,71.0,62.0,66.83333333333333
1424,Adam Salky,Intrusion,,,,53.0,53.0,53.0
1425,Pascal Plante,Red Rooms,,,,73.0,73.0,73.0
1426,Mark Slutsky,You Can Live Forever,897.0,897.0,897.0,69.0,69.0,69.0
1427,Ben Stiller,"The Secret Life of Walter Mitty, Zoolander, Zoolander 2, The Cable Guy, Reality Bites, Tropic Thunder",195702963.0,33351557.0,106252885.33333333,73.0,47.0,63.833333333333336
1428,Blair Hayes,Bubble Boy,5007898.0,5007898.0,5007898.0,57.0,57.0,57.0
1429,Avi Nesher,She,,,,48.0,48.0,48.0
1430,Lon Chaney,The Phantom of the Opera,4360000.0,4360000.0,4360000.0,75.0,75.0,75.0
1431,Jonas Åkerlund,"Polar, Lords of Chaos, Spun",685608.0,365353.0,525480.5,67.0,63.0,65.33333333333333
1432,Rob Schmidt,Wrong Turn,28650575.0,28650575.0,28650575.0,61.0,61.0,61.0
1433,Bob Clark,"Black Christmas, A Christmas Story, Porky's, Baby Geniuses, Rhinestone",111289673.0,20791649.0,47491844.75,79.0,26.0,55.6
1434,John Whitesell,"Malibu's Most Wanted, Holidate, Deck the Halls",47232776.0,34622504.0,40927640.0,61.0,50.0,54.333333333333336
1435,Joe Russo,"Captain America: Civil War, Captain America: The Winter Soldier, Avengers: Endgame, The Electric State, Cherry, Avengers: Infinity War, The Gray Man",2799439100.0,454023.0,1344355216.2,84.0,65.0,75.83333333333333
1436,Jeo Baby,Kaathal - The Core,41643.0,41643.0,41643.0,83.0,83.0,83.0
1437,Ken Annakin,"Swiss Family Robinson, The Longest Day, The New Adventures of Pippi Longstocking, Battle of the Bulge, The Fast Lady",40356000.0,3569939.0,21962969.5,77.0,58.0,67.0
1438,Aaron Hann,Circle,,,,60.0,60.0,60.0
1439,Dave Green,Teenage Mutant Ninja Turtles: Out of the Shadows,245623848.0,245623848.0,245623848.0,59.0,59.0,59.0
1440,Lynne Ramsay,"We Need to Talk About Kevin, You Were Never Really Here, Polaris",9360514.0,9232318.0,9296416.0,75.0,67.0,71.0
1441,Rob Marshall,"Chicago, Pirates of the Caribbean: On Stranger Tides, The Little Mermaid, Mary Poppins Returns, Memoirs of a Geisha, Nine, Into the Woods",1046721266.0,54004950.0,385974387.5714286,73.0,58.0,66.71428571428571
1442,John Francis Daley,"Dungeons & Dragons: Honor Among Thieves, Vacation, Game Night",208177026.0,107228221.0,144391159.0,73.0,61.0,67.66666666666667
1443,James Michael Cummings,Not Another Church Movie,,,,,,
1444,Robin Bextor,Oppenheimer: The Real Story,,,,72.0,72.0,72.0
1445,Ben Howling,Cargo,56385.0,56385.0,56385.0,63.0,63.0,63.0
1446,Arlene Sanford,I'll Be Home for Christmas,12214338.0,12214338.0,12214338.0,55.0,55.0,55.0
1447,Alessandro Genovesi,7 Women and a Murder,1174093.0,1174093.0,1174093.0,54.0,54.0,54.0
1448,Brian Goodman,Last Seen Alive,5950199.0,5950199.0,5950199.0,57.0,57.0,57.0
1449,Richard Eyre,"Notes on a Scandal, Allelujah",49814392.0,5035719.0,27425055.5,74.0,60.0,67.0
1450,Andrea Bianchi,What the Peeper Saw,,,,58.0,58.0,58.0
1451,Burny Mattinson,The Great Mouse Detective,38625550.0,38625550.0,38625550.0,71.0,71.0,71.0
1452,Tony Elliott,ARQ,,,,63.0,63.0,63.0
1453,Liz Garbus,Lost Girls,,,,62.0,62.0,62.0
1454,Junji Shimizu,One Piece: The Movie,,,,66.0,66.0,66.0
1455,Marco Perego,The Absence of Eden,,,,72.0,72.0,72.0
1456,Eric Bress,"The Butterfly Effect, Ghosts of War",96822421.0,345289.0,48583855.0,76.0,56.0,66.0
1457,Jon S. Baird,"Tetris, Filth",8490396.0,8490396.0,8490396.0,74.0,70.0,72.0
1458,Kevin Kölsch,"Pet Sematary, Holidays",113118226.0,55621.0,56586923.5,57.0,51.0,54.0
1459,Tom Green,Freddy Got Fingered,14343028.0,14343028.0,14343028.0,46.0,46.0,46.0
1460,Christophe Honoré,"Ma mère, The Beautiful Person",1510052.0,748217.0,1129134.5,66.0,50.0,58.0
1461,Karthik Subbaraj,Jigarthanda Double X,274843.0,274843.0,274843.0,84.0,84.0,84.0
1462,Charles Vidor,"Gilda, Cover Girl",,,,76.0,67.0,71.5
1463,Rowdy Herrington,"Road House, Gladiator, Striking Distance",30050028.0,9223441.0,21127112.0,67.0,58.0,63.333333333333336
1464,Douglas Cheek,C.H.U.D.,4654423.0,4654423.0,4654423.0,56.0,56.0,56.0
1465,Jonathan Jakubowicz,Resistance,449753.0,449753.0,449753.0,65.0,65.0,65.0
1466,Autumn de Wilde,Emma.,26404660.0,26404660.0,26404660.0,67.0,67.0,67.0
1467,J. Lee Thompson,"10 to Midnight, The Guns of Navarone, King Solomon's Mines, Cape Fear, Battle for the Planet of the Apes, Happy Birthday to Me, Conquest of the Planet of the Apes",15057465.0,19394.0,8028103.6,77.0,52.0,63.142857142857146
1468,Nick Nevern,"Rise of the Footsoldier: Vengeance, Rise of the Footsoldier: Origins",472878.0,390909.0,431893.5,63.0,58.0,60.5
1469,Duncan Skiles,The Clovehitch Killer,167994.0,167994.0,167994.0,65.0,65.0,65.0
1470,Oliver Park,"Dorian Gray, Johnny English Reborn, St. Trinian's, The Offering, The Great Escaper, Othello",160078586.0,2844379.0,37404192.833333336,70.0,52.0,62.166666666666664
1471,Stephen Donnelly,Scrooge: A Christmas Carol,,,,62.0,62.0,62.0
1472,Sean Byrne,The Loved Ones,358399.0,358399.0,358399.0,66.0,66.0,66.0
1473,David Nerlich,Black Water,1271556.0,1271556.0,1271556.0,58.0,58.0,58.0
1474,Matt Nable,Transfusion,95276.0,95276.0,95276.0,50.0,50.0,50.0
1475,Nicolas Winding Refn,"Only God Forgives, The Neon Demon, Bronson, Drive, Pusher, Valhalla Rising",78714970.0,1605.0,15832009.333333334,78.0,57.0,66.5
1476,Daniel Mann,Our Man Flint,,,,64.0,64.0,64.0
1477,Naoko Yamada,A Silent Voice: The Movie,30759915.0,30759915.0,30759915.0,81.0,81.0,81.0
1478,Frank Marshall,"Alive, Congo, Arachnophobia, Eight Below",152022101.0,36733909.0,90605046.0,73.0,53.0,65.5
1479,Abbas Kiarostami,"Taste of Cherry, Close-Up",10923.0,10923.0,10923.0,82.0,77.0,79.5
1480,Lisa Enos Smith,A Christmas Karen,,,,49.0,49.0,49.0
1481,Adam Marcus,Jason Goes to Hell,15935068.0,15935068.0,15935068.0,41.0,41.0,41.0
1482,Stanley Kramer,"It's a Mad Mad Mad Mad World, Not as a Stranger, Judgment at Nuremberg, On the Beach, Guess Who's Coming to Dinner, Inherit the Wind",56666667.0,12180.0,34337235.0,83.0,67.0,75.83333333333333
1483,Ry Russo-Young,Before I Fall,16373843.0,16373843.0,16373843.0,64.0,64.0,64.0
1484,Brent Christy,The Legend of 5 Mile Cave,,,,60.0,60.0,60.0
1485,Lev L. Spiro,Blue Mountain State: The Rise of Thadland,,,,57.0,57.0,57.0
1486,Hironobu Sakaguchi,Final Fantasy: The Spirits Within,85131830.0,85131830.0,85131830.0,64.0,64.0,64.0
1487,Henry Koster,"The Bishop's Wife, Désirée, Harvey, No Highway in the Sky, Good Morning, Miss Dove",16.0,16.0,16.0,79.0,63.0,71.8
1488,Saim Sadiq,Joyland,1150852.0,1150852.0,1150852.0,76.0,76.0,76.0
1489,Johnny Mack,Not Another Church Movie,,,,,,
1490,Barry Shear,The Todd Killings,,,,60.0,60.0,60.0
1491,Werner Herzog,"Nosferatu the Vampyre, Aguirre, the Wrath of God, Fitzcarraldo, Rescue Dawn, Grizzly Man, Bad Lieutenant: Port of Call New Orleans, Queen of the Desert",10606422.0,2874.0,3354769.4285714286,80.0,57.0,72.28571428571429
1492,Fisher Stevens,"Palmer, Stand Up Guys",5072654.0,5072654.0,5072654.0,73.0,64.0,68.5
1493,Hype Williams,Belly,9639390.0,9639390.0,9639390.0,62.0,62.0,62.0
1494,Luke Scott,Morgan,8809407.0,8809407.0,8809407.0,58.0,58.0,58.0
1495,Roxann Dawson,Breakthrough,50444358.0,50444358.0,50444358.0,63.0,63.0,63.0
1496,Meg Ryan,What Happens Later,3332392.0,3332392.0,3332392.0,50.0,50.0,50.0
1497,James Kelley,What the Peeper Saw,,,,58.0,58.0,58.0
1498,John Frankenheimer,"Ronin, The Island of Dr. Moreau, The Manchurian Candidate, Reindeer Games, The Train, Birdman of Alcatraz, Seconds, Grand Prix, Black Sunday",49627779.0,2757256.0,28387917.8,79.0,45.0,69.55555555555556
1499,Gorô Miyazaki,"Tales from Earthsea, From Up on Poppy Hill",68673762.0,61485364.0,65079563.0,74.0,63.0,68.5
1500,Jesse V. Johnson,"Boudica: Queen of War, Avengement, Accident Man, One Ranger, Error",345900.0,27938.0,116506.75,66.0,44.0,56.0
1501,Max Nichols,Two Night Stand,492332.0,492332.0,492332.0,63.0,63.0,63.0
1502,David S. Ward,"Major League, Down Periscope, The Program, Major League II",49797148.0,23032565.0,35252411.75,72.0,56.0,63.5
1503,Troy Quane,"Nimona, Spies in Disguise",171616764.0,171616764.0,171616764.0,76.0,68.0,72.0
1504,Florent-Emilio Siri,Hostage,77663556.0,77663556.0,77663556.0,65.0,65.0,65.0
1505,Ryûichi Hiroki,Ride or Die,,,,56.0,56.0,56.0
1506,Natasha Kermani,V/H/S/85,,,,56.0,56.0,56.0
1507,Fritz Lang,"Metropolis, M, The Big Heat, Scarlet Street",1349711.0,6324.0,463867.0,83.0,77.0,80.5
1508,Anh Hung Tran,The Taste of Things,1489274.0,1489274.0,1489274.0,75.0,75.0,75.0
1509,Ate de Jong,Drop Dead Fred,13878411.0,13878411.0,13878411.0,59.0,59.0,59.0
1510,Dennie Gordon,"Joe Dirt, What a Girl Wants, New York Minute",50732139.0,21289826.0,34336553.333333336,60.0,49.0,55.666666666666664
1511,Tom Brady,The Hot Chick,54639553.0,54639553.0,54639553.0,55.0,55.0,55.0
1512,Coralie Fargeat,Revenge,938055.0,938055.0,938055.0,64.0,64.0,64.0
1513,Costa-Gavras,Z,83305.0,83305.0,83305.0,82.0,82.0,82.0
1514,Garth Davis,"Lion, Foe, Mary Magdalene",140853810.0,221194.0,50928371.333333336,80.0,53.0,64.0
1515,Jordan Rubin,Zombeavers,54985.0,54985.0,54985.0,48.0,48.0,48.0
1516,Paul Feig,"Bridesmaids, A Simple Favor, The School for Good and Evil, Spy, Ghostbusters, The Heat, Last Christmas, Unaccompanied Minors",306442085.0,21949234.0,177746658.14285713,70.0,53.0,64.625
1517,Michal Englert,Infinite Storm,1707067.0,1707067.0,1707067.0,52.0,52.0,52.0
1518,Àlex Pastor,"Bird Box: Barcelona, Carriers",5805279.0,5805279.0,5805279.0,60.0,53.0,56.5
1519,Toby Wilkins,Splinter,522497.0,522497.0,522497.0,61.0,61.0,61.0
1520,Magnus Martens,"There's Something in the Barn, SAS: Red Notice",450934.0,198432.0,324683.0,61.0,52.0,56.5
1521,Pat Proft,Wrongfully Accused,9623329.0,9623329.0,9623329.0,60.0,60.0,60.0
1522,Jeffrey Friedman,Lovelace,1585583.0,1585583.0,1585583.0,62.0,62.0,62.0
1523,Ryan Whitaker,Surprised by Oxford,24691.0,24691.0,24691.0,66.0,66.0,66.0
1524,Luiso Berdejo,The New Daughter,579626.0,579626.0,579626.0,53.0,53.0,53.0
1525,Alejandro Lozano,The Taste of Christmas,,,,70.0,70.0,70.0
1526,Donovan Marsh,Hunter Killer,31676128.0,31676128.0,31676128.0,66.0,66.0,66.0
1527,Peter Brook,Lord of the Flies,,,,69.0,69.0,69.0
1528,Ilker Çatak,The Teachers' Lounge,2015648.0,2015648.0,2015648.0,76.0,76.0,76.0
1529,Mayim Bialik,As They Made Us,,,,58.0,58.0,58.0
1530,Rodrigo García,"Four Good Days, Raymond & Ray, Passengers",5798974.0,864091.0,3331532.5,65.0,58.0,61.666666666666664
1531,Walerian Borowczyk,"Immoral Tales, The Beast",,,,57.0,56.0,56.5
1532,Jordan Scott,Cracks,101860.0,101860.0,101860.0,66.0,66.0,66.0
1533,Massy Tadjedin,Last Night,11042068.0,11042068.0,11042068.0,65.0,65.0,65.0
1534,Jason Hall,Thank You for Your Service,9995692.0,9995692.0,9995692.0,66.0,66.0,66.0
1535,Dennis Widmyer,Pet Sematary,113118226.0,113118226.0,113118226.0,57.0,57.0,57.0
1536,Barry Sonnenfeld,"Men in Black 3, Men in Black II, Get Shorty, Wild Wild West, RV, Addams Family Values, Men in Black, The Addams Family, Big Trouble",654213485.0,8493890.0,262487683.0,73.0,49.0,64.22222222222223
